api,threads,time,benchmarkNumber
serial,1,0.000000
openmp,1,0.045907
threads,1,0.049233
serial,1,0.000000
openmp,2,0.030027
threads,2,0.040168
serial,1,0.000001
openmp,4,0.016899
threads,4,0.024152
serial,1,0.000000
openmp,8,0.017946
threads,8,0.015333
serial,1,0.000000
openmp,16,0.012709
threads,16,0.012276
serial,1,0.000000
openmp,32,0.010609
threads,32,0.012550
serial,1,0.000000
openmp,64,0.017797
threads,64,0.019438
serial,1,0.000000
openmp,1,0.058252
threads,1,0.058737
serial,1,0.000000
openmp,2,0.036377
threads,2,0.045341
serial,1,0.000000
openmp,4,0.022553
threads,4,0.030249
serial,1,0.000000
openmp,8,0.019198
threads,8,0.022130
serial,1,0.000001
openmp,16,0.012987
threads,16,0.013191
serial,1,0.000001
openmp,32,0.014721
threads,32,0.014238
serial,1,0.000000
openmp,64,0.013433
threads,64,0.017206
serial,1,0.000000
openmp,1,0.041346
threads,1,0.045503
serial,1,0.000000
openmp,2,0.027281
threads,2,0.032586
serial,1,0.000000
openmp,4,0.016835
threads,4,0.022416
serial,1,0.000000
openmp,8,0.015346
threads,8,0.015885
serial,1,0.000000
openmp,16,0.010950
threads,16,0.011834
serial,1,0.000000
openmp,32,0.010954
threads,32,0.016175
serial,1,0.000000
openmp,64,0.012473
threads,64,0.011862
serial,1,0.000000
openmp,1,0.041389
threads,1,0.047497
serial,1,0.000000
openmp,2,0.027280
threads,2,0.031563
serial,1,0.000001
openmp,4,0.017553
threads,4,0.022711
serial,1,0.000000
openmp,8,0.014940
threads,8,0.016186
serial,1,0.000000
openmp,16,0.010544
threads,16,0.012027
serial,1,0.000000
openmp,32,0.011652
threads,32,0.010252
serial,1,0.000000
openmp,64,0.012512
threads,64,0.013640
serial,1,0.000000
openmp,1,0.040692
threads,1,0.042638
serial,1,0.000000
openmp,2,0.024624
threads,2,0.028797
serial,1,0.000001
openmp,4,0.017918
threads,4,0.021724
serial,1,0.000000
openmp,8,0.015417
threads,8,0.014940
serial,1,0.000001
openmp,16,0.011007
threads,16,0.010948
serial,1,0.000001
openmp,32,0.010918
threads,32,0.012701
serial,1,0.000000
openmp,64,0.010781
threads,64,0.012808
serial,1,0.000000
openmp,1,0.040936
threads,1,0.047925
serial,1,0.000000
openmp,2,0.027218
threads,2,0.027692
serial,1,0.000001
openmp,4,0.017255
threads,4,0.023429
serial,1,0.000000
openmp,8,0.015302
threads,8,0.015726
serial,1,0.000000
openmp,16,0.011537
threads,16,0.011065
serial,1,0.000000
openmp,32,0.011515
threads,32,0.011049
serial,1,0.000000
openmp,64,0.011306
threads,64,0.011446
